distance_group,trips,median_distance_km,median_duration_min,mean_fuel_liter,median_fuel_liter
0.1-0.5 km,2084,0.23693250500000002,1.9239416666666669,0.209404990403071,0.06
0.5-1 km,1366,0.713343675,4.151066666666667,0.2745314787701318,0.14
1-5 km,3418,2.1357844000000004,8.797883333333335,0.4845114101813926,0.34
5-20 km,1151,9.304802,21.98228333333333,1.4688792354474371,1.14
20-50 km,1284,31.100122,38.0,6.34898753894081,6.28
50+ km,620,75.85863499999999,70.57553333333334,19.099032258064515,18.200000000000003
