feature,vehicle_distance_controlled_corr
avg_rpm,0.09312906516707362
max_rpm,0.04263283873949376
avg_speed_kmh,0.008326664710380726
max_speed_kmh,0.029826258576919538
idle_ratio,-0.009255727531459654
high_rpm_ratio,0.015369263438471534
