feature,fuel_correlation
avg_speed_kmh,0.7079399720892989
max_speed_kmh,0.5375926233199411
high_rpm_ratio,-0.042074716717766726
avg_rpm,-0.15351232208844384
max_rpm,-0.22226748421620998
idle_ratio,-0.26150598362211513
