distance_group,trips,mean_actual_fuel,MAE,median_absolute_error
0-0.5 km,378,0.1787037037037037,0.25668973399272,0.0604408174753189
0.5-1 km,271,0.24826568265682658,0.10671559557703589,0.04933798611164092
1-5 km,722,0.4961772853185596,0.1500482962864588,0.06427959620952606
5-20 km,232,1.481853448275862,0.27643828074479926,0.1283512580394745
20-50 km,265,6.609094339622642,0.8277930018586932,0.3377578639984131
50+ km,117,20.26957264957265,2.0061147696340185,0.8675116729736345
